page_name,page_id,party,source
Amsterdam BIJ1,392732001145937,BIJ1,NA
Rebekka Timmer,115522827019743,BIJ1,NA
BVNL Noardeast-Fryslân,1471515466307161,BVNL,NA
Belang van Nederland - BVNL,100364422327666,BVNL,NA
Antoinette Roetgerink lijst CDA nr 61,105881151555946,CDA,NA
Bart van den Brink,102659231774493,CDA,NA
CDA Alkmaar,569095910244859,CDA,NA
CDA Almere,244033095778625,CDA,NA
CDA Altena,226133584536501,CDA,NA
CDA Amersfoort,130377573838100,CDA,NA
CDA Amstelveen,1783365325218130,CDA,NA
CDA Apeldoorn,194981260596528,CDA,NA
CDA Bergen-NH,645564278828304,CDA,NA
CDA Bloemendaal,458375320980518,CDA,NA
CDA Borsele,1648345775252712,CDA,NA
CDA Cranendonck,181281155612789,CDA,NA
CDA Den Bosch,338902089618318,CDA,NA
CDA Drenthe,550151728397109,CDA,NA
CDA Edam-Volendam,135140860013782,CDA,NA
CDA Ede,102851356485793,CDA,NA
CDA Emmen,572358059457661,CDA,NA
CDA Flevoland,270085373012452,CDA,NA
CDA Geldrop-Mierlo,364207513684504,CDA,NA
CDA Gennep,479179312279498,CDA,NA
CDA Goeree-Overflakkee,299553243443758,CDA,NA
CDA Goes,148023352020773,CDA,NA
CDA Gooise Meren,1447649805544699,CDA,NA
CDA Groningen,546440435446924,CDA,NA
CDA Heerlen,1732885833661470,CDA,NA
CDA Hoogeveen,517806454943781,CDA,NA
CDA Huizen,312923848793774,CDA,NA
CDA Kaag en Braassem,190987341063673,CDA,NA
CDA Koggenland,220365728121924,CDA,NA
CDA Kop van Noord Holland,736861463159374,CDA,NA
CDA Krimpen,307917159696642,CDA,NA
CDA Krimpenerwaard,924019610958351,CDA,NA
CDA Leiden,357316470970750,CDA,NA
CDA Limburg,148429941847666,CDA,NA
CDA Medemblik,297370010365715,CDA,NA
CDA Meppel,190690801121703,CDA,NA
CDA Midden-Drenthe,178954178962718,CDA,NA
CDA Moerdijk,130818490705926,CDA,NA
CDA Noord-Holland,652006578218691,CDA,NA
CDA OSS,265941240084225,CDA,NA
CDA Oirschot - De Beerzen,539113479503987,CDA,NA
CDA Raalte,418249331586629,CDA,NA
CDA Steenwijkerland,251874718679696,CDA,NA
CDA Tilburg,212200082218113,CDA,NA
CDA Venlo,102119459848996,CDA,NA
CDA Venray,875156262507508,CDA,NA
CDA Waadhoeke,212787845829630,CDA,NA
CDA Waalre,779064112119015,CDA,NA
CDA Zeewolde,195903857175578,CDA,NA
CDA-Landgraaf,713923081953772,CDA,NA
"Frank Buijs, CDA",597205093759430,CDA,NA
"Gabrielle Heine,  Nr. 37 CDA TK'21",103682868214533,CDA,NA
Gelderlandkiestcda,103497724987398,CDA,NA
Hilbert Bredemeijer,108661853969580,CDA,NA
Huibert van Rossum CDA,112652133973679,CDA,NA
Lucille Werner,143716979054755,CDA,NA
Marieke Nass TK,106826734620269,CDA,NA
Mona Keijzer,790841021006963,CDA,NA
Mustafa Bal,223967718058356,CDA,NA
Nr. 35 Piet-Cees van der Wel CDA,102925808393819,CDA,NA
Wytske Postma CDA,1394226180605930,CDA,NA
ChristenUnie Amstelveen,1994692877432938,ChristenUnie,NA
ChristenUnie Bunschoten,371687509536198,ChristenUnie,NA
ChristenUnie Elburg,415275778602417,ChristenUnie,NA
ChristenUnie Gooise Meren,786969904752487,ChristenUnie,NA
ChristenUnie Hoorn,350083421777747,ChristenUnie,NA
ChristenUnie Krimpen aan den IJssel,395993140522461,ChristenUnie,NA
ChristenUnie Lansingerland,371518953020043,ChristenUnie,NA
ChristenUnie Nieuwegein,191350871367589,ChristenUnie,NA
ChristenUnie Overbetuwe,164161077735859,ChristenUnie,NA
ChristenUnie Ridderkerk,349817395064360,ChristenUnie,NA
ChristenUnie Utrecht,331768960226513,ChristenUnie,NA
ChristenUnie Velsen,397594493709630,ChristenUnie,NA
ChristenUnie provincie Groningen,1386401111662274,ChristenUnie,NA
ChristenUnie-SGP Nijkerk&Hoevelaken,467199513374148,ChristenUnie,NA
Christenunie Harlingen,553853824711422,ChristenUnie,NA
Christenunie IJsselstein,1420541648174558,ChristenUnie,NA
Frank Visser,101861521923916,ChristenUnie,NA
"Carline van Breugel, #32",103171544945884,D66,NA
D66 - Rhenen,151043172169156,D66,NA
D66 Bergen op Zoom,251155788287644,D66,NA
D66 Breda,407794169274529,D66,NA
D66 Den Helder,436459169700367,D66,NA
D66 Diemen,669422673069579,D66,NA
D66 Druten,551956148205847,D66,NA
D66 Ede,260889263954978,D66,NA
D66 Emmen,1856250761366447,D66,NA
D66 Houten,512279162203266,D66,NA
D66 IJsselstein,179124345460762,D66,NA
D66 Land van Cuijk,120025204794757,D66,NA
D66 Lansingerland,480607798691317,D66,NA
D66 Medemblik,1963443847203345,D66,NA
D66 Midden-Brabant,276183766599577,D66,NA
D66 Oude IJsselstreek,253375728108660,D66,NA
D66 Overbetuwe,340028816030467,D66,NA
D66 Pijnacker-Nootdorp,149846575656180,D66,NA
D66 Rijswijk,132843257179595,D66,NA
D66 Utrechtse Heuvelrug,235383826599727,D66,NA
D66 Vlaardingen,241453325928760,D66,NA
D66 Weesp,113751728691400,D66,NA
D66 Weststellingwerf,265393510326093,D66,NA
D66 Wijchen,283053498459741,D66,NA
D66 Zoetermeer,389914581122059,D66,NA
D66 Zundert,1287551678030330,D66,NA
D66Zwolle,608154812530161,D66,NA
Eva van Wijngaarden - D66,241787933347407,D66,NA
Faissal & Hans - van Brabant tot Binnenhof,106051891452499,D66,NA
Fonda Sahla,101095462051264,D66,NA
Jan Paternotte,460256660794215,D66,NA
Joan Nunnely,360935727626846,D66,NA
Ojanne de Vries-Chang D66 Heerenveen,582911435391464,D66,NA
Raoul Boucke,1378051212479416,D66,NA
Rens Raemakers - D66,1631452517149430,D66,NA
Salima Belhaj,222198408214618,D66,NA
Sigrid Kaag,106085081224870,D66,NA
Stijn Warmenhoven,104655791595188,D66,NA
T M da Silva Marcos,622122857826026,D66,NA
VVD/Democraten 66 Oudewater,697503880284453,D66,NA
Wieke Paulusma - kandidaat Tweede Kamerlid D66,339699173856399,D66,NA
Dogukan Ergin,2319309638392192,DENK,NA
Elif Hotaman DENK,353672928444912,DENK,NA
Rosa luxemburg Denktank,228113670686100,DENK,NA
Wij Bedenken Namen.nl,116268309749092,DENK,NA
Arjan de Kok - FVD,106522161379858,FvD,NA
FVD Drenthe,940134542788638,FvD,NA
Frederik Jansen,100310298568268,FvD,NA
Dolf Warris - GroenLinks Oss,111357990764923,GroenLinks,NA
GroenLinks Amsterdam,295724207160150,GroenLinks,NA
GroenLinks Castricum,917881558331205,GroenLinks,NA
GroenLinks Gelderland,439958286016356,GroenLinks,NA
GroenLinks Meppel,502630913183362,GroenLinks,NA
GroenLinks Oegstgeest,642712149497103,GroenLinks,NA
GroenLinks Renkum,162865337242691,GroenLinks,NA
GroenLinks Steenwijkerland,2082563628696526,GroenLinks,NA
GroenLinks Utrecht,71794021654,GroenLinks,NA
GroenLinks-PvdA Bergeijk,294107264328691,GroenLinks,NA
Niels van den Berge,356287908062281,GroenLinks,NA
Progressief Akkoord - GroenLinks Deurne,1403428756564141,GroenLinks,NA
PvdA/GroenLinks De Ronde Venen,654552347982213,GroenLinks,NA
WB GroenLinks,319619458061587,GroenLinks,NA
JA21 Zeeland,110827711048844,Ja21,NA
PVV Den Bosch,1885139435031870,PVV,NA
PVV Nissewaard,699772150456009,PVV,NA
PVV Terneuzen,330953914086255,PVV,NA
Abassin Nessar,326793911277704,PvdA,NA
Attiya Gamri,102724325036192,PvdA,NA
Barbara Oomen - PvdA,101159881939305,PvdA,NA
Bart van Bruggen,103297868467170,PvdA,NA
Bas Bijlsma PvdA,104442305044892,PvdA,NA
Jasper Kuntzelaers,101147471988851,PvdA,NA
Kirsten van den Hul,357845981244334,PvdA,NA
Lilianne Ploumen,509195185792644,PvdA,NA
Partij van de Arbeid Gouda,250194101810997,PvdA,NA
PvdA Beverwijk-Wijk aan Zee,1561655447470490,PvdA,NA
PvdA Bommelerwaard,760513170764398,PvdA,NA
PvdA Buren,1376952949196088,PvdA,NA
PvdA Dordrecht,196356360492610,PvdA,NA
PvdA Ede,437846019616612,PvdA,NA
PvdA Eindhoven,518030681575705,PvdA,NA
PvdA Gelderland,300057413403421,PvdA,NA
PvdA Goeree-Overflakkee,541796845835057,PvdA,NA
PvdA Heerlen,208105776983,PvdA,NA
PvdA Heiloo,732205243634926,PvdA,NA
PvdA Het Hogeland,1663807260315461,PvdA,NA
PvdA Leeuwarden,158512744257888,PvdA,NA
PvdA Provincie Utrecht,377484722432934,PvdA,NA
PvdA Roze Netwerk,139047456304129,PvdA,NA
PvdA Steenbergen,544678845644158,PvdA,NA
PvdA Steenwijkerland,296016837171041,PvdA,NA
PvdA Teylingen,416002915117744,PvdA,NA
PvdA Tytsjerksteradiel,533612593362231,PvdA,NA
PvdA Vijfheerenlanden,897113157074278,PvdA,NA
PvdA Woerden,863916193670914,PvdA,NA
PvdA Zwijndrecht.,540144089412228,PvdA,NA
PvdA-Drenthe,103025673101606,PvdA,NA
PvdA-afdeling Lochem,1513913028938636,PvdA,NA
Pvda Amsterdam Oost,395020097267467,PvdA,NA
Pvda Bronckhorst,998027266909008,PvdA,NA
Pvda Doetinchem,444106485673341,PvdA,NA
Pvda Huizen,647735612019661,PvdA,NA
Pvda Rheden en Rozendaal,668085866536115,PvdA,NA
Pvda Waterland,230026360513786,PvdA,NA
Pvda Zutphen Warnsveld,254894508007415,PvdA,NA
Sofyan Mbarki,690312227655661,PvdA,NA
Songul Mutluer,104692921564419,PvdA,NA
VeraTax,712637722497338,PvdA,NA
Partij voor de Dieren - werkgroep Lochem,1522391087848593,PvdD,NA
Partij voor de Dieren Dordrecht,138553482994927,PvdD,NA
Partij voor de Dieren Gelderland,174753755981452,PvdD,NA
Partij voor de Dieren Gemeente Groningen,976825745813543,PvdD,NA
Partij voor de Dieren Lelystad,444772086026343,PvdD,NA
Partij voor de Dieren Utrecht,128863843840889,PvdD,NA
Partij voor de Dieren Zuid-Holland,195643057135775,PvdD,NA
Partij voor de Dieren werkgroep Culemborg,311026109316385,PvdD,NA
Partij voor de Dieren-Werkgroep Achterhoek,486736151486421,PvdD,NA
Roelof Bisschop,108935297338227,SGP,NA
SGP Jongeren Staphorst,344383675689926,SGP,NA
SGP Vlissingen,349588205180009,SGP,NA
SGP-Houten,176838042520007,SGP,NA
SGP-jongeren Merwestreek,916076498549478,SGP,NA
SGPJ Ambacht-Zwijndrecht,182568432352387,SGP,NA
SP Bergen op Zoom,299486430147132,SP,NA
SP Capelle aan den IJssel,1385539908345370,SP,NA
SP Gouda,358346067510653,SP,NA
SP Halderberge Rucphen,1877043885916734,SP,NA
SP Landgraaf,190998791633352,SP,NA
SP Landsmeer/Waterland,262069787271921,SP,NA
SP Lelystad,600613763337572,SP,NA
SP Schagen,118479041566849,SP,NA
SP afdeling Emmen,323433701105781,SP,NA
Volt Rotterdam,667343843707423,Volt Nederland,NA
Volt Utrecht,448705809216110,Volt Nederland,NA
Volt Zeeland,109419847588993,Volt Nederland,NA
voltnederland,2254339927992005,Volt Nederland,NA
Claire Martens -raadslid Amsterdamse VVD-,299978833838923,VVD,NA
De Nieuwegeinse VVD,383092391883267,VVD,NA
Erik Haverkort - VVD,100588985336140,VVD,NA
Graafse VVD,153280281401807,VVD,NA
Janine van Hulsteijn,602178776878921,VVD,NA
Joey Leeuwinga,446290229247621,VVD,NA
Liesbeth Rooijmans - VVD,101960038530154,VVD,NA
Martijn Buijsse #53 VVD,103530541783879,VVD,NA
Peter de Groot - VVD,104583928192941,VVD,NA
Roelof Theun Hoen,180023369422229,VVD,NA
Ruben Brekelmans,104116481720032,VVD,NA
Thom van Campen VVD,337319254292145,VVD,NA
Tim Simons,106058884856260,VVD,NA
VVD - Edith van den Ham,597349860355112,VVD,NA
VVD Alphen-Chaam,1812265315505886,VVD,NA
VVD Amstelveen,190006687752310,VVD,NA
VVD Assen,238437236319251,VVD,NA
VVD Beekdaelen,215146218889965,VVD,NA
VVD Bernheze,1593395534300029,VVD,NA
VVD Borger-Odoorn,333261296860074,VVD,NA
VVD Drenthe,1530277467215488,VVD,NA
VVD Dronten,319563324738156,VVD,NA
VVD Goes,535497706467042,VVD,NA
VVD Groningen,121704097936297,VVD,NA
VVD HIA,366931160160935,VVD,NA
VVD Haarlemmermeer,240487486029252,VVD,NA
VVD Hilvarenbeek,170264783021544,VVD,NA
VVD Hoeksche Waard,344688586019193,VVD,NA
VVD Hoorn,226011184205452,VVD,NA
VVD Jeannette Baljeu,864975727175786,VVD,NA
VVD Kaag en Braassem,509341095749258,VVD,NA
VVD Leeuwarden,1377601545801431,VVD,NA
VVD Leusden,246449775514598,VVD,NA
VVD Lingewaard,305121659514613,VVD,NA
VVD Noordoostpolder,1390230454568514,VVD,NA
VVD Oss,922275131120043,VVD,NA
VVD Oude-IJsselstreek,212733135936874,VVD,NA
VVD Overijssel,885371264817071,VVD,NA
VVD Regio Fryslân,105913804794830,VVD,NA
VVD Roermond,448759811826413,VVD,NA
VVD Soest-Soesterberg,103877048563570,VVD,NA
VVD Veenendaal,254628621255389,VVD,NA
VVD Westfriesland,238370166527350,VVD,NA
VVD Westland,223379487703566,VVD,NA
VVD Weststellingwerf,383790798412506,VVD,NA
VVD Zutphen-Warnsveld,1388244018106570,VVD,NA
VVD in de Eerste Kamer,105879341498800,VVD,NA
VVD-Maashorst,457810957661494,VVD,NA
de Bergse VVD,487529177944861,VVD,NA
PvdA-GroenLinks Boxtel,1381731098742805,PvdA,yo
"PvdA-GroenLinks Vught, Helvoirt & Cromvoirt",329248237216890,PvdA,yo
PvdA Goes,1412530858983763,PvdA,yo
D66 Oisterwijk,1.34569E+15,D66,yo
VVD Maasland,1743766155846128,VVD,yo
PvdA Nijmegen,1393529407559073,PvdA,yo
CDA Midden-Groningen,1.64901E+15,CDA,yo
D66 Goes,1750415495212074,D66,yo
Forum voor Democratie Zeeland,1631684917126244,FvD,yo
Jonge Socialisten Rijnmond,143150269032772,PvdA,yo
Partij voor de Dieren Almere,1746352698711497,PvdD,yo
PvdA Stichtse Vecht,1715340175444649,PvdA,yo
SGP ChristenUnie Goes,100881570041931,ChristenUnie,yo
SGP Urk,1475272182780528,SGP,yo
VVD Wormerland,1196350273823975,VVD,yo
